ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate,WikiQID,ULAN
37852,David J. Lewis,"American, born 1966",American,M,1966,0,,
37857,Dmitrij Naumovich Babichenko,"Russian, 1901–1991",Russian,M,1901,1991,,
37861,Edgar Arceneaux,"American, born 1972",American,M,1972,0,,
37866,Sara Greenberger Rafferty,"American, born 1978",American,F,1978,0,,
37868,Donald Genaro,"American, born 1932",American,M,1932,0,,
37869,Sonia Švecová,"Czech, born 1946",,F,1946,0,,
37879,Chitra Ganesh,"American, born 1975",American,F,1975,0,,
37886,Chris Kabel,"Dutch, born 1975",Dutch,M,1975,0,,
37887,Paul Cocksedge,"British, born 1978",British,M,1978,0,,
37910,Vincent Fecteau,"American, born 1969",American,M,1969,0,Q7931788,500332872
37913,Pietro Gigli,"Italian, 1897–1987",Italian,M,1897,1987,,
37919,Alfred Roller,"Austrian, born Moravia (now Czech Republic). 1864–1935",Austrian,M,1864,1935,Q78981,500043465
37920,Bertalan Pór,"Hungarian, 1880–1964",Hungarian,M,1880,1964,Q933502,500026779
37922,Hermann Misler,German,German,M,0,0,,
37926,Fritz Hellmut Ehmcke,"German, 1878–1965",German,M,1878,1965,Q1466652,500086286
37934,Haegue Yang,"Korean, born 1971",Korean,F,1971,0,,
37939,Tom-Arne Solhaug,"Norwegian, born 1969",Norwegian,M,1969,0,,
37940,Aleksander Borgenhov,"Norwegian, born 1971",Norwegian,M,1971,0,,
37946,Qiu Anxiong,"Chinese, born 1972",Chinese,M,1972,0,,
37948,Pasqualino Cangiullo,"Italian, 1900–1975",Italian,M,1900,1975,,
37949,Richard Schadewell,German,German,M,0,0,,
37955,Helene Haasbauer-Wallrath,"Swiss, 1885–1968",Swiss,F,1885,1968,,
37958,Walter Cyliax,"German, 1899–1945",German,M,1899,1945,,
37960,Ernst Fischer,"German, 1910–2006",German,M,1910,2006,Q79072,
37964,Charles Henri Ford,"American, 1908/1913–2002",American,M,1908,2002,,
37966,Shahryar Nashat,"Swiss, born 1975",Swiss,M,1975,0,,
37983,Viktor Weixler,"Austrian, 1883–1977",Austrian,M,1883,1977,,
37984,Fritz Judtmann,"German, 1899–1968",German,M,1899,1968,,
37999,Brian Buczak,"American, 1954–1987",American,M,1954,1987,,
38004,Ray Tomlinson,"American, 1941–2016",American,M,1941,2016,,
38008,Nancy Azara,"American, born 1939",American,F,1939,0,,
38009,Betsy Damon,"American, born 1940",American,F,1940,0,,
38010,Lauren Ewing,"American, born 1946",American,F,1946,0,,
38011,Harmony Hammond,"American, born 1944",American,F,1944,0,,
38012,Diane Neumaier,"American, born 1946",American,F,1946,0,,
38013,Joan Semmel,"American, born 1932",American,F,1932,0,,
38014,Sylvia Sleigh,"American, born Wales. 1916–2010",British,F,1916,2010,,
38015,May Stevens,"American, 1924–2019",American,F,1924,2019,Q6796587,500005241
38016,Athena Tacha,"American, born Greece 1936",American,F,1936,0,,
38017,Martha Wilson,"American, born 1947",American,F,1947,0,,
38023,Frederic Lieberman,"American, 1930–2013",American,M,1930,2013,,
38024,János Kender,"Hungarian, 1937–2009",Hungarian,M,1937,2009,,
38027,Alex Prager,"American, born 1979",American,F,1979,0,,
38028,Elad Lassry,"Israeli, born 1977",Israeli,M,1977,0,,
38029,Roe Ethridge,"American, born 1969",American,M,1969,0,,
38032,Juan Di Sandro,"Argentine, born Italy. 1898–1988",Argentine,M,1898,1988,,
38036,Dmitri Baltermants,"Russian, 1912–2000",Russian,M,1912,2000,,
38037,Enrico Imoda,"Italian, 1871–1910",Italian,M,1871,1910,,
38040,Ludwig Gosewitz,"German, 1936–2007",German,M,1936,2007,,
38041,François Dufrêne,"French, 1930–1982",French,M,1930,1982,,
38052,Laurence Bradshaw,"British, 1899–1978",British,M,1899,1978,,
38053,Mary Adshead,"British, 1904–1995",British,F,1904,1995,,
38054,Eric Lombers,"British, 1914–1978",British,M,1914,1978,,
38064,Verney L. Danvers,"British, 1895–1973",British,M,1895,1973,,
38070,Frédéric Druot,"French, born 1958",French,M,1958,0,,
38080,Jeffrey Schier,,,M,0,0,,
38097,Elaine Summers,"American, 1925–2014",American,F,1925,2014,,
38100,Bradford Smith,,,M,0,0,,
38104,George Landow,"American, 1944–2011",American,M,1944,2011,,
38123,Jessica Jackson Hutchins,"American, born 1971",American,F,1971,0,,
38127,Jill Richards,,,F,0,0,,
38129,Herbert Tomlinson,"British, born 1902",British,M,1902,0,,
38140,Alexandre Singh,"French, born 1980",French,M,1980,0,,
38141,Danh Vo,"Danish, born Vietnam 1975",Danish,M,1975,0,,
38143,James Fitton,"British, 1899–1982",British,M,1899,1982,Q17515859,500001489
38149,F. Ernest Jackson,"British, 1872–1945",British,M,1872,1945,,
38158,Jacob Gayer,"American, 1884–1969",American,M,1884,1969,,
38159,Miriam Böhm,"German, born 1972",German,F,1972,0,,
38160,Jules Janssen,"French, 1824–1907",French,M,1824,1907,Q298581,
38183,Yusuf Arakkal,"Indian, born 1945",Indian,M,1945,0,,
38184,Giselle Baillie,"South African, born 1971",South African,F,1971,0,,
38187,Kim Berman,"South African, born 1960",South African,F,1960,0,,
38188,Kanuge John Bosco,"Ugandan, born 1968",Ugandan,M,1968,0,,
38189,Tinus Boshoff,South African,South African,M,0,0,,
38190,Chris Diedericks,,,M,0,0,,
38191,Bronwen Findlay,"South African, born 1953",South African,F,1953,0,,
38192,Alex Flett,Scottish,Scottish,M,0,0,,
38193,Vukile Teyise,South African,South African,M,0,0,,
38194,Sister Sheila Flynn,"British, born 1952",British,F,1952,0,,
38196,Penny George,South African,South African,F,0,0,,
38197,Deryck Healy,"South African, 1937–2004",South African,M,1937,2004,,
38198,Nyaniso Christopher Lindi,South African,South African,M,0,0,,
38199,Joseph Madisia,Namibian,Namibian,M,0,0,,
38200,Trevor Makhoba,"South African, 1956–2003",South African,M,1956,2003,,
38201,Judith Mason,"South African, born 1938",South African,F,1938,0,,
38202,Sipho Mdanda,"South African, born 1960",South African,M,1960,0,,
38203,Martin Moratillo,"Peruvian, born 1968",Peruvian,M,1968,0,,
38204,Gabisile Nkosi,"South African, 1974–2008",South African,F,1974,2008,,
38205,Daniel Ohene-Adu,"Ghanaian, born 1952",Ghanaian,M,1952,0,,
38206,Carmen Perrin,"Peruvian, born 1953",Peruvian,F,1953,0,,
38207,Sthembiso Sibisi,"South African, 1976–2006",South African,M,1976,2006,,
38208,Dominic Thorburn,South African,South African,M,0,0,,
38209,Yusuf Vahed,"South African, born 1971",South African,M,1971,0,,
38210,Amira Wasfy,Egyptian,Egyptian,F,0,0,,
38211,Judy Woodborne,"South African, born 1966",South African,F,1966,0,,
38212,Nhlanhla Xaba,"South African, born 1960",South African,M,1960,0,,
38213,Mduduzi Xakaza,"South African, born 1965",South African,M,1965,0,,
38215,Bjarke Ingels,"Danish, born 1974",Danish,M,1974,0,,
38220,Cameron Platter,"South African, born 1978",South African,M,1978,0,,
38227,Judy Seidman,American,American,F,0,0,,
38239,Hans Leistikow,"German, 1892–1962",German,M,1892,1962,Q1581022,
38240,Laurence Humier,"Belgian, born 1976",Belgian,F,1976,0,,
38241,Kudzanai Chiurai,"Zimbabwean, born 1981",Zimbabwean,M,1981,0,,
38242,Marco Cianfanelli,"South African, born 1970",South African,M,1970,0,,
38243,Barthelemy Toguo,"Cameroonian, born 1967",Cameroonian,M,1967,0,,
38246,Ernestine White,"South African, born 1976",South African,F,1976,0,,
38257,Billy Apple,"New Zealander, born 1935",New Zealander,M,1935,0,,
38273,Mikhail Cheremnykh,"Russian, 1890–1962",Russian,M,1890,1962,Q4512728,
38326,Davorin Savnik,1929–2014,Slovenian,M,1929,2014,,
38338,Susan Hefuna,"German, born 1962",German,F,1962,0,Q3978225,500356074
38368,Marie Cool,"French, born 1961",French,F,1961,0,,
38373,Thomas Heatherwick,"British, born 1970",British,M,1970,0,,
38411,Granger Moorhead,"American, born 1969",American,M,1969,0,,
38412,Robert Moorhead,"American, born 1972",American,M,1972,0,,
38463,Gerd Arntz,"German, 1900–1988",German,M,1900,1988,Q213917,500116701
38478,Tobias Frere-Jones,"American, born 1970",American,M,1970,0,Q257862,
38481,Jonathan Hoefler,"American, born 1970",American,M,1970,0,Q2370478,
38483,Susan Kare,"American, born 1954",American,F,1954,0,,
38484,P. Scott Makela,"American, 1960–1999",American,M,1960,1999,,
38485,Jeffery Keedy,"American, born 1957",American,M,1957,0,,
38486,Barry Deck,"American, born 1962",American,M,1962,0,,
38488,Albert-Jan Pool,"Dutch, born 1960",Dutch,M,1960,0,Q829801,
38490,Erik Spiekermann,"German, born 1947",German,M,1947,0,Q63157,500249761
38491,Neville Brody,"British, born 1957",British,M,1957,0,Q370645,500020518
38492,Erik van Blokland,"Dutch, born 1967",Dutch,M,1967,0,,
38493,Just van Rossum,"Dutch, born 1966",Dutch,M,1966,0,,
38512,Inge Morath,"Austrian, 1923–2002",Austrian,F,1923,2002,Q112033,
38518,Tunga,"Brazilian, 1952–2016",Brazilian,M,1952,0,,
38524,Tomasz Sarnecki,Polish,Polish,M,0,0,,
38549,De Wain Valentine,"American, born 1936",American,M,1936,0,Q5244152,500106989
38551,Rafael Ortega,"Mexican, born 1965",Mexican,M,1965,0,,
38552,Olivier Debroise,,,M,0,0,,
38557,Paul Garrin,,,M,0,0,,
38619,F. Holland Day,"American, 1864–1933",American,M,1864,1933,Q555442,500013817
38623,Rudolf Eickemeyer Jr.,American,American,M,0,0,,
38624,Joseph Turner Keiley,"American, 1869–1914",American,M,1869,1914,Q220074,500001336
38629,Rose Clark,American,American,F,0,0,,
38634,James Wells Champney,"American, 1843–1903",American,M,1843,1903,,
38635,John E. Dumont,,,M,0,0,,
38636,William B. Dyer,,,M,0,0,,
38637,Charles I. Berg,"American, 1856–1926",American,M,1856,1926,,
38638,William A. Fraser,,,M,0,0,,
38639,William D. Murphy,,,M,0,0,,
38653,John Kelly,"American, born 1959",American,M,1959,0,,
38659,Mathilde Weil,"American, 1872–1918",American,F,1872,1918,,
38660,Emma Justine Farnsworth,American,American,F,0,0,,
38672,Adolf Boehm,"Austrian, 1861–1927",Austrian,M,1861,1927,,
38676,Rita Ackermann,"Hungarian, born 1968",Hungarian,F,1968,0,Q7336466,
38678,Mateo López,"Colombian, born 1978",Colombian,M,1978,0,,
38687,Carmela Gross,"Brazilian, born 1946",Brazilian,F,1946,0,,
38694,Paula Hayes,"American, born 1958",American,F,1958,0,,
38695,Pierre Chareau,"French, 1883–1950",French,M,1883,1950,Q1888111,500023208
38708,Grace Jones,"American, born Jamaica, 1948",American,F,1948,0,Q450429,
38715,Karen Finley,"American, born 1956",American,F,1956,0,Q6369637,
38729,Dani (Leventhal) ReStack,"American, born 1972",American,F,1972,0,,
38736,Arthur P. Bedou,"American, 1882–1966",American,M,1882,1966,,
38737,Mart Stam,"Dutch, 1899–1986",Dutch,M,1899,1986,,
38738,Annette Kelm,"German, born 1975",German,F,1975,0,,
38739,Hank Willis Thomas,"American, born 1976",American,M,1976,0,Q5648502,
38741,Alex Dodge,"American, born 1977",American,M,1977,0,,
38765,Dita Moser,"Austrian, 1883–1968",Austrian,F,1883,1968,,
38770,Brian Eno,"British, born 1948",British,M,1948,0,Q569003,500089780
38774,Sameer Makarius,"Argentine, born Egypt. 1924–2009",Argentine,M,1924,2009,,
38789,Björk,"Icelandic, born 1965",Icelandic,F,1965,0,Q42455,
38839,Daniel Joseph Martinez,"American, born 1957",American,M,1957,0,,
38842,Friedrich Froebel,"German, 1782–1852",German,M,1782,1852,Q76679,500209863
38851,Magda Mautner von Markhof,"Austrian, 1881–1944",Austrian,F,1881,1944,,
38854,Louis Emerman,American,American,M,0,0,,
38858,Deana Lawson,"American, born 1979",American,F,1979,0,,
38859,Ilene Segalove,"American, born 1950",American,F,1950,0,,
38865,Revital Cohen,"British, born 1981",Israeli,F,1981,0,,
38897,Reid Miles,"American, 1927–1993",American,M,1927,1993,,
38901,Adam Pendleton,"American, born 1984",American,M,1984,0,,
38908,Kerstin Brätsch,"German, born 1979",German,F,1979,0,,
38914,Andrea Geyer,"German and American, born 1971",German,F,1971,0,Q493952,500334137
38915,Sharon Hayes,"American, born 1970",American,F,1970,0,Q2277261,
38916,Ashley Hunt,"b. 1970, Los Angeles, CA",American,M,1970,0,,
38917,Katya Sander,"Danish, born 1970",Danish,F,1970,0,,
38921,Emiliano Godoy,"Mexican, born 1974",Mexican,M,1974,0,,
38939,Ödön Palasovsky,"Hungarian, 1899–1980",Hungarian,M,1899,1980,,
38941,William Plumb,"American, 1932–2017",American,M,1932,2017,,
38943,Marek Piasecki,"Polish, 1935–2011",Polish,M,1935,2011,,
38946,Cengiz Çekil,"Turkish, 1945–2015",Turkish,M,1945,2015,,
38949,Debnath Basu,"Indian, born 1961",Indian,M,1961,0,,
38950,Anandajit Ray,"Indian, born 1965",Indian,M,1965,0,,
38961,Kiyoji Otsuji,"Japanese, 1923–2001",Japanese,M,1923,2001,Q5972607,500125486
38972,Kazuo Shiraga,"Japanese, 1924–2008",Japanese,M,1924,2008,,
38991,Saburo Murakami,"Japanese, 1925–1996",Japanese,M,1925,1996,,
38998,Diana Balton,"American, 1958–2013",American,F,1958,2013,,
39027,Jacqueline Groag,"British, 1903–1986",British,F,1903,1986,,
39045,Franziska Krammel,,,F,0,0,,
39049,Michael Epp,,,M,0,0,,
39052,Max Penson,"Russian, 1893–1959",Russian,M,1893,1959,,
39095,Franciszka Themerson,"British, born Poland. 1907–1988",British,F,1907,1988,,
39112,Kacie Kinzer,"American, born 1983",American,F,1983,0,,
39113,Peter Opsvik,"Norwegian, born 1939",Norwegian,M,1939,0,Q7176228,
39123,Golan Levin,"American, born 1972",American,M,1972,0,Q5578394,500122521
39128,Ayah Bdeir,"Lebanese, born 1982",Lebanese,F,1982,0,,
39147,Benjamin Dennel,"French, born 1983",French,M,1983,0,,
39150,Stefanie Posavec,"American, born 1981",American,F,1981,0,,
39155,Nicholas Felton,"American, born 1977",American,M,1977,0,,
39156,Soner Ozenc,"Turkish, born 1980",Turkish,M,1980,0,,
39160,Gabriele Basilico,"Italian, 1944–2013",Italian,M,1944,2013,,
39162,Eugène Beaudouin,"French, 1898–1983",French,M,1898,1983,Q3059718,500027970
39164,Munio Gitai Weinraub,"Israeli, 1909–1970",Israeli,M,1909,1970,,
39192,Manon de Boer,"Dutch, born 1966",Dutch,F,1966,0,,
39193,Ion Grigorescu,"Romanian, born 1945",Romanian,M,1945,0,Q1316035,
39218,Maarten Baas,"Dutch, born Germany 1978",Dutch,M,1978,0,Q2021873,
39233,Max Weisel,"American, born 1991",American,M,1991,0,,
39262,Lettie A. Allen,,,F,0,0,,
39263,Elizabeth Hallenbeck,,,F,0,0,,
39264,Abbie Herrick,,,F,0,0,,
39265,Mary Ethel Thompson,,,F,0,0,,
39266,Auguste Cohn,,,M,0,0,,
39268,Ella Steigelman,American,American,F,0,0,,
39270,Rose A. Craigan,,,F,0,0,,
39271,Stella C. Salisbury,,,F,0,0,,
39272,Dorothy Sullivan,,,F,0,0,,
39274,Elva L. Brownson,,,F,0,0,,
39275,Grace A. Snyder,,,F,0,0,,
39276,M. A. Dillon,,,F,0,0,,
39277,Edith M. Barber,,,F,0,0,,
39278,Fannie E. Kachline,American,American,F,0,0,,
39279,Margaret Heeps,,,F,0,0,,
39281,Florence E. Piper,,,F,0,0,,
39282,Mahthilde Evans,,,F,0,0,,
39295,Kate Hartman,"American, born 1981",American,F,1981,0,,
39306,Julien Devaux,"Belgian, born 1975",Belgian,M,1975,0,,
39328,Heinrich Richter-Berlin,"German, 1884–1981",German,M,1884,1981,,
39331,Charles Harry Jones,"British, 1866–1959",British,M,1866,1959,,
39377,Jack Schulze,"British, born 1976",British,M,1976,0,,
39391,Oscar Bony,"Argentine, 1941–2002",Argentine,M,1941,2002,,
39447,Ko Verzuu,"Dutch, 1901–1971",Dutch,M,1901,1971,,
39470,Ron Gilad,"Israeli, born 1972",Israeli,M,1972,0,,
39475,Zach Lieberman,"American, born 1977",American,M,1977,0,,
39476,James Powderly,"American, born 1976",American,M,1976,0,,
39477,Chris Sugrue,"American, born 1978",American,F,1978,0,,
39487,Armando Andrade Tudela,"Peruvian, born 1975",Peruvian,M,1975,0,,
39513,Kerry Tribe,"American, born 1973",American,F,1973,0,,
39544,Campbell Orme,"British, born 1982",British,M,1982,0,,
39560,Will Wright,"American, born 1960",American,M,1960,0,Q309493,
39561,Tarn Adams,"American, born 1978",American,M,1978,0,,
39562,Zach Adams,"American, born 1975",American,M,1975,0,,
39576,Erik Hersman,"American, born 1975",American,M,1975,0,,
39583,Shigeru Ishitsuka,"Japanese, born 1975",Japanese,M,1975,0,,
39584,Misako Kirigaya,"Japanese, born 1985",Japanese,F,1985,0,,
39611,Matt Kenyon,"American, born 1977",American,M,1977,0,,
39612,Douglas Easterly,"American, born 1968",American,M,1968,0,,
39621,Lidy Prati,"Argentine, 1921–2008",Argentine,F,1921,2008,Q18211290,500331720
39633,Jacques Charlier,"Belgian, born 1939",Belgian,M,1939,0,,
39637,Gary Bigot,"French, born 1948",French,M,1948,0,,
39639,Robert De Boeck,1944–1999,,M,1944,1999,,
39641,Marcel Mariën,"Belgian, 1920–1993",Belgian,M,1920,1993,,
39642,Didier Vermeiren,"Belgian, born 1951",Belgian,M,1951,0,,
39643,Ian Wilson,"British, born South Africa. 1940–2020",British,M,1940,2020,Q19964575,
39651,Anne Collier,"American, born 1970",American,F,1970,0,,
39654,Peter Saville,"British, born 1955",British,M,1955,0,,
39662,Michael Buthe,"German, 1944–1994",German,M,1944,1994,,
39696,Lynn Hershman Leeson,"American, born 1941",American,F,1941,0,Q6709060,500073057
39719,Giancarlo Mazzanti,"Colombian, born 1963",Colombian,M,1963,0,,
39740,Robert Faludi,"American, born 1966",American,M,1966,0,,
39741,Kati London,"American, born 1976",American,F,1976,0,,
39742,Rebecca Bray,"American, born 1974",American,F,1974,0,,
39765,Andrzej Budek,"Polish, born 1959",Polish,M,1959,0,,
39770,Moyra Davey,"Canadian, born 1958",Canadian,F,1958,0,,
39771,George Georgiou,"British, born 1961",British,M,1961,0,Q5539669,
39772,Marguerite Humeau,"French, born 1986",French,F,1986,0,,
39780,Doug Rickard,"American, born 1968",American,M,1968,0,,
39781,Viviane Sassen,"Dutch, born 1972",Dutch,F,1972,0,,
39822,Phil Collins,"British, born 1970",British,M,1970,0,Q7181796,
39845,Miloslav Prokop,"Czech, 1896–1954",Czech,M,1896,1954,,
39853,Stephen Vitiello,"American, born 1964",American,M,1964,0,,
39856,Henry Patrick Raleigh,"American, 1880–1944",American,M,1880,1945,,
39882,Luigi Ghirri,"Italian, 1943–1992",Italian,M,1943,1992,,
39898,Robert Rotifer,"Austrian, born 1969",Austrian,M,1969,0,,
39904,Walter Käch,"Swiss, 1901–1970",Swiss,M,1901,1970,,
39912,Andrei Ujică,"Romanian, born 1951",Romanian,M,1951,0,,
39923,Hans Ehrich,"Swedish, born 1942",Swedish,M,1942,0,,
39924,Tom Ahlström,"Swedish, born 1943",Swedish,M,1943,0,,
39943,Ray Yoshida,"American, 1930–2009",American,M,1930,2009,,
39951,Freddie Reeves,British,British,M,0,0,,
39957,Ei Arakawa,"Japanese, born 1977",Japanese,M,1977,0,,
39958,Nikolas Gambaroff,"German, born 1979",German,M,1979,0,,
39961,Tauba Auerbach,"American, born 1981",American,F,1981,0,,
39997,Nora Schultz,"German, born 1975",German,F,1975,0,,
39998,Henri Chopin,"French, 1922–2008",French,M,1922,2008,Q2355139,500127821
40029,Zenon Januszewski,"Polish, 1929–1983",Polish,M,1929,1983,,
40053,Filippo Romoli,"Italian, 1901–1969",Italian,M,1901,1969,,
40054,Theo Doro (Théodore Pfeifer),"French, 1896–1973",French,M,1896,1973,,
40057,Sanford Biggers,"American, born 1970",American,M,1970,0,,
40066,Joseph Albert,"German, 1825–1886",German,M,1825,1886,,
40142,Jean Heiberg,"Norwegian, 1884–1976",Norwegian,M,1884,1976,,
40166,Sara Cwynar,"Canadian, born 1985",Canadian,F,1985,0,,
40190,Werner John,"Swiss, born 1941",Swiss,M,1941,0,,
40207,Damián Ortega,"Mexican, born 1967",Mexican,M,1967,0,,
40247,Mihajlo Arsovski,"Croatian, born Macedonia 1937",Croatian,M,0,0,,
40293,Hans Brockhage,"German, 1925–2009",German,M,1925,2009,Q1578836,
40335,Tom DeFanti,"American, born 1948",American,M,1948,0,,
40336,Mimi Shevitz,,,F,0,0,,
40354,Yvonne Farrell,"Irish, born 1951",Irish,F,1951,0,,
40355,Shelley McNamara,"Irish, born 1952",Irish,F,1952,0,,
40383,Bill Rauhauser,"American, 1918-2017",American,M,1918,2017,,
40384,Douglas Davis,"American, 1933 – 2014",American,M,1933,2014,Q5301405,500116219
40392,Jay Sanders,,American,M,0,0,,
40398,Rainer (Imi) Giese,"German, 1942–1974",German,M,1942,1974,,
40399,Bernd Lohaus,"German, 1940–2010",German,M,1940,2010,,
40407,Val Telberg,"American, born Russia. 1910–1995",American,M,1910,1995,,
40410,Alec Soth,"American, born 1969",American,M,1969,0,,
40411,Pieter Hugo,"South African, born 1976",South African,M,1976,0,,
40430,Michael Jackson,"American, 1958–2009",American,M,1958,2009,,
40431,Siv Helene Stangeland,"Norwegian, born 1966",Norwegian,F,1966,0,,
40432,Reinhard Kropf,"Austrian, born 1967",Austrian,M,1967,0,,
40442,David Chipperfield,"British, born 1953",British,M,1953,0,,
40445,Diamela Eltit,"Chilean, born 1949",Chilean,F,1949,0,,
40446,Juan Castillo,"Chilean, born 1952",Chilean,M,1952,0,,
40447,Raúl Zurita,"Chilean, born 1950",Chilean,M,1950,0,,
40448,Fernando Balcells,"Chilean, born 1950",Chilean,M,1950,0,,
40513,Boris Orlov,"Russian, born 1941",Russian,M,1941,0,,
40516,Spain Rodriguez,"American, 1940–2012",American,M,1940,2012,,
40529,Ryan Gander,"British, born 1976",British,M,1976,0,,
40531,Senga Nengudi,"American, born 1943",American,F,1943,0,,
40534,Joe Bradley,"American, born 1975",American,M,1975,0,,
40536,Jazz Lee Alston,,,F,0,0,,
40544,Margaret Rose,,,F,0,0,,
40552,Quay Brothers,"American, born 1947",American,M,1947,0,,
40555,Sturtevant,"American, 1924–2014",American,F,1924,2014,,
40556,Mariana Castillo Deball,"Mexican, born 1975",Mexican,F,1975,0,Q3291245,
40557,Stephen Kaltenbach,"American, born 1940",American,M,1940,0,,
40559,Mathias Poledna,"Austrian, born 1965",Austrian,M,1965,0,,
40564,Charles Gaines,"American, born 1944",American,M,1944,0,,
40568,Simon Fujiwara,"British/Japanese, born 1982",British,M,1982,0,,
40574,Hajra Waheed,"Canadian, born 1980",Canadian,F,1980,0,,
40577,Norbert Schwontkowski,"German, born 1949",German,M,1949,0,,
40578,Thomas Huber,"Swiss, born 1955",Swiss,M,1955,0,,
40579,Peter Piller,"German, born 1968",German,M,1968,0,,
40628,Pedro Almodóvar,"Spanish, born 1949",Spanish,M,1949,0,,
40658,Emily Sundblad,"Swedish, born 1977",Swedish,F,1977,0,,
40659,Stefan Tcherepnin,"American, born 1977",American,M,1977,0,,
40667,Frantisek Drtikol,"Czech, 1883–1961",Czech,M,1883,1961,,
40680,Tomislav Gotovac,"Croatian, 1937–2010",Croatian,M,1937,2010,,
40732,Henri Gerbault,"French, 1863–1930",French,M,1863,1930,,
40733,Henri-Patrice Dillon,"French, born United States. 1851–1909",French,M,1851,1909,,
40734,Louis Abel-Truchet,"French, 1857–1918",French,M,1857,1918,,
40735,Tancrède Synave,"French, 1860–1936",French,M,1860,1936,,
40736,Ernest La Jeunesse,"French, 1874–1917",French,M,1874,1917,,
40737,Maxime Dethomas,"French, 1867–1929",French,M,1867,1929,,
40740,Joseph Sattler,"German, 1867–1931",German,M,1867,1931,,
40742,Gustave Le Rouge,"French, 1867–1938",French,M,1867,1938,,
40746,Henri Lebasque,"French, 1865–1947",French,M,1865,1947,,
40780,Craig Dykers,"American, born Germany 1961",American,M,1961,0,,
40829,Hilary Sample,"American, born 1971",American,F,1971,0,,
40841,Adele Röder,"German, born 1980",German,F,1980,0,,
40844,Herbert Spencer,,,M,0,0,,
40859,Annemarie Heinrich,"German, 1912–2005",German,F,1912,2005,,
40861,Haluk Akakçe,"Turkish, born 1970",Turkish,M,1970,0,,
40863,Jason Salavon,"American, born 1970",American,M,1970,0,,
40870,Anatole Saderman,"Argentine, born Russia. 1904–1993",Argentine,M,1904,1993,,
40871,Jan Slothouber,"Dutch, 1918–2007",Dutch,M,1918,2007,,
40874,Willy Ørskov,"Danish, 1920–1990",Danish,M,1920,1990,,
40875,Aldo van den Nieuwelaar,"Dutch, 1944–2010",Dutch,M,1944,2010,,
40878,Ed Sommer,"Swiss, born Germany 1932",Swiss,M,1932,0,,
40880,Emmy van Leersum,"Dutch, 1930–1984",Dutch,F,1930,1984,,
40883,Willem Breuker,"Dutch, 1944–2010",Dutch,M,1944,2010,,
40902,David Tremlett,"British, born 1945",British,M,1945,0,Q763686,500025742
40921,Abraham Cruzvillegas,"Mexican, born 1968",Mexican,M,1968,0,,
40994,Beauford Delaney,"American, 1901–1979",American,M,1901,1979,,
40998,Gabriel Sierra,"Colombian, born 1975",Colombian,M,1975,0,,
40999,María Teresa Hincapié,"Colombian, 1956–2008",Colombian,F,1956,2008,,
41022,Waclaw Szpakowski,"Polish, 1883–1973",Polish,M,1883,1973,,
41033,Yuya Ushida,"Japanese, born 1975",Japanese,M,1975,0,,
41061,Michael Meredith,"American, born 1971",American,M,1971,0,,
41076,Joe Maloney,"American, born 1949",American,M,1949,0,,
41105,Jorinde Voigt,"German, born 1977",German,F,1977,0,,
41131,Josip Vaništa,"Croatian, 1924–2018",Croatian,M,1924,2018,,
41136,Tom Arndt,"American, born 1944",American,M,1944,0,,
41140,Corita Kent (Sister Mary Corita),"American, 1918–1986",American,F,1918,1986,,
41144,Giorgio Berretti,"Italian, born 1941",Italian,M,1941,0,,
41145,Bernard Heidsieck,"French, 1928–2014",French,M,1928,2014,,
41148,Ricardo Porro,"Cuban, 1925–2014",Cuban,M,1925,2014,,
41149,Marcel Slodki,"Polish, 1892–1943",Polish,M,1892,1943,,
41150,František Bílek,"Czech, 1872–1941",Czech,M,1872,1941,,
41151,Erich Gehre,"German, born 1886",German,M,1886,0,,
41155,Marie Rosalie (Mitzi) Friedmann-Otten,"Austrian, 1884–1955",Austrian,F,1884,1955,,
41156,Augusta von Zitzewitz,"German, 1880–1960",German,F,1880,1960,,
41157,Katharina Heise (Karl Luis Heinrich-Salze),"German, 1891–1964",German,F,1891,1964,,
41159,Richard Bampi,"German, born Brazil. 1896–1964",German,M,1896,1964,,
41160,Eberhard Viegener,"German, 1890–1967",German,M,1890,1967,,
41161,Bruno Beye,"German, 1895–1976",German,M,1895,1976,,
41162,Jerzy von Hulewicz,"Polish, 1886–1940",Polish,M,1886,1940,,
41163,Jan Wroniecki,"German, 1890–1948",German,M,1890,1948,,
41166,Ines Wetzel,"German, 1878–1940",German,F,1878,1940,,
41167,Rüdiger Berlit,"German, 1883–1939",German,M,1883,1939,,
41169,Shambhavi,"Indian, born 1966",Indian,F,1966,0,,
41170,Johanna Calle,"Colombian, born 1965",Colombian,F,1965,0,,
41182,Willy Szesztokat,,,M,0,0,,
41191,Jens S Jensen,"Swedish, 1946–2015",Swedish,M,1946,2015,,
41199,Maria Kipp,"American, born Germany. 1900–1988",American,F,1900,1988,,
41201,Arthur Goetz,"German, 1885–",German,M,1885,0,,
41208,Frank Gardner,"American, 1920–2015",American,M,1920,2015,,
41209,Joan Gardner,"American, 1933–2014",American,F,1933,2014,,
41210,Mahonri M. Young,"American, 1877–1957",American,M,1877,1957,Q6734820,500023951
41212,Taryn Simon,"American, born 1975",American,F,1975,0,Q534385,
41223,Oscar Tuazon,"American, born 1975",American,M,1975,0,,
