,Title,Artist,dateCreated,Department,dateAcquired,URL,Gender,Nationality,Nation,country_code,Divide,Region,Source
54710,"Harry and Children, Sunday Morning, Ullswater Street, Everton, Liverpool",Ken Grant,1989,Still Images,2000,http://www.moma.org/collection/works/57768,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
54712,"Lorna and Justine Collins, Sunday Dinnertime, Ullswater Street, Everton, Liverpool",Ken Grant,1989,Still Images,2000,http://www.moma.org/collection/works/57771,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
54721,Collared: New York City,Charles Martin,1996,Still Images,2000,http://www.moma.org/collection/works/57780,M,American,United States,USA,Global North,North America,MoMA (sampled)
54724,Camera Obscura Image of the Pantheon in the Hotel des Grandes Hommes,Abelardo Morell,1990,Still Images,2000,http://www.moma.org/collection/works/57783,M,American,United States,USA,Global North,North America,MoMA (sampled)
54727,Pencil,Abelardo Morell,2000,Still Images,2000,http://www.moma.org/collection/works/57786,M,American,United States,USA,Global North,North America,MoMA (sampled)
54730,Three Dictionaries,Abelardo Morell,2000,Still Images,2000,http://www.moma.org/collection/works/57789,M,American,United States,USA,Global North,North America,MoMA (sampled)
54732,Untitled (Green Ginsburg),Nam June Paik,1990,Still Images,2000,http://www.moma.org/collection/works/57792,M,American,United States,USA,Global North,North America,MoMA (sampled)
54735,Untitled Number 14,Susan Unterberg,1999,Still Images,2000,http://www.moma.org/collection/works/57798,F,American,United States,USA,Global North,North America,MoMA (sampled)
54738,Untitled Number 26,Susan Unterberg,1999,Still Images,2000,http://www.moma.org/collection/works/57802,F,American,United States,USA,Global North,North America,MoMA (sampled)
54743,Gianni,Philip-Lorca diCorcia,1984,Still Images,2001,http://www.moma.org/collection/works/57809,M,American,United States,USA,Global North,North America,MoMA (sampled)
54745,Sergio and Totti,Philip-Lorca diCorcia,1985,Still Images,2001,http://www.moma.org/collection/works/57812,M,American,United States,USA,Global North,North America,MoMA (sampled)
54748,Fred,Philip-Lorca diCorcia,1986,Still Images,2001,http://www.moma.org/collection/works/57815,M,American,United States,USA,Global North,North America,MoMA (sampled)
54751,Igor,Philip-Lorca diCorcia,1987,Still Images,2001,http://www.moma.org/collection/works/57818,M,American,United States,USA,Global North,North America,MoMA (sampled)
54754,Auden,Philip-Lorca diCorcia,1988,Still Images,2001,http://www.moma.org/collection/works/57821,M,American,United States,USA,Global North,North America,MoMA (sampled)
54757,Brian,Philip-Lorca diCorcia,1988,Still Images,2001,http://www.moma.org/collection/works/57824,M,American,United States,USA,Global North,North America,MoMA (sampled)
54760,Madras,Philip-Lorca diCorcia,1988,Still Images,2001,http://www.moma.org/collection/works/57827,M,American,United States,USA,Global North,North America,MoMA (sampled)
54763,Noemi,Philip-Lorca diCorcia,1989,Still Images,2001,http://www.moma.org/collection/works/57830,M,American,United States,USA,Global North,North America,MoMA (sampled)
54766,Vittorio Scarpatti,Philip-Lorca diCorcia,1989,Still Images,2001,http://www.moma.org/collection/works/57833,M,American,United States,USA,Global North,North America,MoMA (sampled)
54769,"Auden, Emma and Dogs",Philip-Lorca diCorcia,1989,Still Images,2001,http://www.moma.org/collection/works/57836,M,American,United States,USA,Global North,North America,MoMA (sampled)
54772,Mink,Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57839,M,American,United States,USA,Global North,North America,MoMA (sampled)
54775,Tim,Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57842,M,American,United States,USA,Global North,North America,MoMA (sampled)
54778,"Brent Booth; 21 years old; Des Moines, Iowa; $30",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57845,M,American,United States,USA,Global North,North America,MoMA (sampled)
54781,"""Candy"" Robert Randall; 25 years old; Lynwood, California; $30",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57848,M,American,United States,USA,Global North,North America,MoMA (sampled)
54784,"David Theodore Lane; 27 years old; Tuscon, Arizona; $30",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57851,M,American,United States,USA,Global North,North America,MoMA (sampled)
54787,"Edward Earle Windsor; 20 years old; Atlanta, Georgia; $30",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57854,M,American,United States,USA,Global North,North America,MoMA (sampled)
54790,"Joe Reeves; 37 years old; San Fernando, California; $40",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57857,M,American,United States,USA,Global North,North America,MoMA (sampled)
54793,"Ken Waters; 28 years old; Atlanta, Georgia; $30",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57860,M,American,United States,USA,Global North,North America,MoMA (sampled)
54795,"Kevin Gordon; 37 years old; Oakland, California; $40",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57862,M,American,United States,USA,Global North,North America,MoMA (sampled)
54798,"Mike Miller; 24 years old; Allentown, Pennsylvania; $25",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57865,M,American,United States,USA,Global North,North America,MoMA (sampled)
54801,"Ralph Smith; 21 years old; Ft. Lauderdale, Florida; $25",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57868,M,American,United States,USA,Global North,North America,MoMA (sampled)
54804,"Robert ""Sparky"" Anderson; 47 years old; Detroit, Michigan; $25",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57871,M,American,United States,USA,Global North,North America,MoMA (sampled)
54807,"Roy; ""in his twenties""; Los Angeles, California; $50",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57874,M,American,United States,USA,Global North,North America,MoMA (sampled)
54810,Gerald Hughes (a.k.a. Savage Fantasy); about 27 years old; Southern California; $50,Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57877,M,American,United States,USA,Global North,North America,MoMA (sampled)
54813,"William Charles Everlove; 26 years old; Stockholm, Sweden via Arizona; $40",Philip-Lorca diCorcia,1990,Still Images,2001,http://www.moma.org/collection/works/57880,M,American,United States,USA,Global North,North America,MoMA (sampled)
54816,Bruno,Philip-Lorca diCorcia,1993,Still Images,2001,http://www.moma.org/collection/works/57883,M,American,United States,USA,Global North,North America,MoMA (sampled)
54819,Los Angeles,Philip-Lorca diCorcia,1993,Still Images,2001,http://www.moma.org/collection/works/57886,M,American,United States,USA,Global North,North America,MoMA (sampled)
54822,New York,Philip-Lorca diCorcia,1993,Still Images,2001,http://www.moma.org/collection/works/57889,M,American,United States,USA,Global North,North America,MoMA (sampled)
54825,New York,Philip-Lorca diCorcia,1993,Still Images,2001,http://www.moma.org/collection/works/57892,M,American,United States,USA,Global North,North America,MoMA (sampled)
54828,New York,Philip-Lorca diCorcia,1994,Still Images,2001,http://www.moma.org/collection/works/57895,M,American,United States,USA,Global North,North America,MoMA (sampled)
54831,Rome,Philip-Lorca diCorcia,1995,Still Images,2001,http://www.moma.org/collection/works/57898,M,American,United States,USA,Global North,North America,MoMA (sampled)
54834,Hong Kong,Philip-Lorca diCorcia,1996,Still Images,2001,http://www.moma.org/collection/works/57901,M,American,United States,USA,Global North,North America,MoMA (sampled)
54837,Paris,Philip-Lorca diCorcia,1996,Still Images,2001,http://www.moma.org/collection/works/57904,M,American,United States,USA,Global North,North America,MoMA (sampled)
54840,Arizona,Lee Friedlander,1993,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54843,Arizona,Lee Friedlander,1993,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54846,Arizona,Lee Friedlander,1993,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54849,New City,Lee Friedlander,1994,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54852,"New City, New York",Lee Friedlander,1994,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54855,Tokyo,Lee Friedlander,1994,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54858,"Tokyo, Japan",Lee Friedlander,1994,Still Images,2001,http://www.moma.org/collection/works/57925,M,American,United States,USA,Global North,North America,MoMA (sampled)
54861,Tokyo,Lee Friedlander,1994,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54864,Tokyo,Lee Friedlander,1994,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54867,Oaxaca,Lee Friedlander,1995,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54870,"Oaxaca, Mexico",Lee Friedlander,1995,Still Images,2001,,M,American,United States,USA,Global North,North America,MoMA (sampled)
54873,Two Nails,Vik Muniz,1987,Still Images,2001,,M,Brazilian,Brazil,BRA,Global South,South/Latin America,MoMA (sampled)
54876,"The Brown Sisters, Eastham, Massachusetts",Nicholas Nixon,2000,Still Images,2001,http://www.moma.org/collection/works/57943,M,American,United States,USA,Global North,North America,MoMA (sampled)
55036,Arizona,Lee Friedlander,1995,Still Images,2000,,M,American,United States,USA,Global North,North America,MoMA (sampled)
55037,New City,Lee Friedlander,1996,Still Images,2000,,M,American,United States,USA,Global North,North America,MoMA (sampled)
55038,Santa Fe,Lee Friedlander,1995,Still Images,2000,,M,American,United States,USA,Global North,North America,MoMA (sampled)
55039,Finland,Lee Friedlander,1995,Still Images,2000,,M,American,United States,USA,Global North,North America,MoMA (sampled)
55040,Finland,Lee Friedlander,1995,Still Images,2000,,M,American,United States,USA,Global North,North America,MoMA (sampled)
55041,The Gateways of the Germans,Horst Hoheisel,1997,Still Images,2000,,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
55042,Book and Mirror on Round Table,Abelardo Morell,2000,Still Images,2000,http://www.moma.org/collection/works/58114,M,American,United States,USA,Global North,North America,MoMA (sampled)
55043,Untitled from the series Rapture,Shirin Neshat,1999,Still Images,2000,http://www.moma.org/collection/works/58115,F,Iranian,Iran,IRN,missing,missing,MoMA (sampled)
55045,Olive Trees after the Heat,JoAnn Verburg,1998,Still Images,2000,http://www.moma.org/collection/works/58117,F,American,United States,USA,Global North,North America,MoMA (sampled)
55444,"""Photo Emerges After Khomeini's Frenzied Funeral""",Associated Press,1989,Still Images,2001,http://www.moma.org/collection/works/58540,missing,missing,missing,missing,missing,missing,MoMA (sampled)
55466,"""Trial Suspended as Bakker is Committed for Tests""",Chuck Burton/Associated Press,1989,Still Images,2001,http://www.moma.org/collection/works/58562,M,American,United States,USA,Global North,North America,MoMA (sampled)
55478,"""Mother of Ali Paqarizi Weeps Over His Body in Kosovo""",Alan Chin,1998,Still Images,2001,http://www.moma.org/collection/works/58574,M,Nationality unknown,missing,missing,missing,missing,MoMA (sampled)
55482,Louise Woodward,Suzanne De Chillo/The New York Times,1998,Still Images,2001,http://www.moma.org/collection/works/58578,F,Nationality unknown,missing,missing,missing,missing,MoMA (sampled)
55484,A City Firefighter's Funeral in Agonzing Replay,Vic Delucia/The New York Times,1996,Still Images,2001,http://www.moma.org/collection/works/58580,M,American,United States,USA,Global North,North America,MoMA (sampled)
55485,"""Sarajevo""",Fehim Demir/Agence France-Presse,1995,Still Images,2001,http://www.moma.org/collection/works/58581,M,Bosnian,Bosnia And Herzegovina,BIH,missing,missing,MoMA (sampled)
55507,David Dinkins Campaigns for Re-Election,Susan Harris/The New York Times,1993,Still Images,2001,http://www.moma.org/collection/works/58603,F,American,United States,USA,Global North,North America,MoMA (sampled)
55528,"For a Moment, Leaving a Fast Clip to Others",Edward Keating/The New York Times,1995,Still Images,2001,http://www.moma.org/collection/works/58624,M,American,United States,USA,Global North,North America,MoMA (sampled)
55545,World Series Champions,Larry C. Morris/The New York Times,1986,Still Images,2001,http://www.moma.org/collection/works/58641,M,American,United States,USA,Global North,North America,MoMA (sampled)
55568,"""For All, East and West, a Day Like No Other""",Keith Pannel/Mail on Sunday,1989,Still Images,2001,http://www.moma.org/collection/works/58664,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
55571,Two Youths Arraigned on Charge of Scrawling Hate Graffiti,Glen Pettit/The New York Times,1993,Still Images,2001,http://www.moma.org/collection/works/58667,M,American,United States,USA,Global North,North America,MoMA (sampled)
55573,"""Deliverance""",Douglas C. Pizac/Associated Press,1986,Still Images,2001,http://www.moma.org/collection/works/58669,M,American,United States,USA,Global North,North America,MoMA (sampled)
55574,"""Earthquake in Northern California""",Kent Porter/The Press Democrat via Assocated Press,1989,Still Images,2001,http://www.moma.org/collection/works/58670,M,American,United States,USA,Global North,North America,MoMA (sampled)
55591,"""Victims""",Reuters,1985,Still Images,2001,http://www.moma.org/collection/works/58687,missing,missing,missing,missing,missing,missing,MoMA (sampled)
55595,"""Protest on Hold""",Cliff Schiappa/Associated Press,1990,Still Images,2001,http://www.moma.org/collection/works/58691,M,American,United States,USA,Global North,North America,MoMA (sampled)
