Title;Artist;dateCreated;Department;dateAcquired;URL;Gender;Nationality;Nation;country_code;Divide;Region;Source
Practice Makes a Master 09;Sanja Iveković;2009;Media and Performance;2011;http://www.moma.org/collection/works/146186;F;Croatian;Croatia;HRV;Global North;Europe;MoMA (sampled)
General Alert (Godard);Sanja Iveković;1995;Media and Performance;2011;http://www.moma.org/collection/works/146188;F;Croatian;Croatia;HRV;Global North;Europe;MoMA (sampled)
General Alert (Soap);Sanja Iveković;1995;Media and Performance;2011;http://www.moma.org/collection/works/146189;F;Croatian;Croatia;HRV;Global North;Europe;MoMA (sampled)
Untitled, From Leonardo;Jean-Michel Basquiat;1983;Still Images;2011;http://www.moma.org/collection/works/146280;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled, From Leonardo;Jean-Michel Basquiat;1983;Still Images;2011;http://www.moma.org/collection/works/146281;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled, From Leonardo;Jean-Michel Basquiat;1983;Still Images;2011;http://www.moma.org/collection/works/146282;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled, From Leonardo;Jean-Michel Basquiat;1983;Still Images;2011;http://www.moma.org/collection/works/146283;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled, From Leonardo;Jean-Michel Basquiat;1983;Still Images;2011;http://www.moma.org/collection/works/146284;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146434;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146435;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146436;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146437;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146438;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146439;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146440;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146441;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146442;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146443;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146444;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146445;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146446;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146447;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146448;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146449;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146450;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146451;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146452;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146453;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146454;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146455;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from If Only God Had Invented Coca Cola, Sooner! Or, The Death of My Pet Monkey;Daniel Joseph Martinez;2004;Still Images;2011;http://www.moma.org/collection/works/146456;M;American;United States;USA;Global North;North America;MoMA (sampled)
Threesome I;Marc Bauer;2009;Still Images;2011;;missing;Swiss;Switzerland;CHE;Global North;Europe;MoMA (sampled)
D.T.A.B.T.W.H.A.H.E.;Philippe Decrauzat;2010;Still Images;2011;http://www.moma.org/collection/works/146473;missing;Swiss;Switzerland;CHE;Global North;Europe;MoMA (sampled)
Untitled;Matt Mullican;2010;Still Images;2011;http://www.moma.org/collection/works/146474;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled;Kara Walker;1995;Still Images;2011;http://www.moma.org/collection/works/146530;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled (woman and daughter with makeup);Carrie Mae Weems;1990;Still Images;2011;;F;American;United States;USA;Global North;North America;MoMA (sampled)
Double Trouble (Study);Jonas Wood;2007;Still Images;2011;http://www.moma.org/collection/works/146607;M;American;United States;USA;Global North;North America;MoMA (sampled)
Robin with Phoebe;Jonas Wood;2008;Still Images;2011;http://www.moma.org/collection/works/146609;M;American;United States;USA;Global North;North America;MoMA (sampled)
Body Electric (The Tramp);Matthew Monahan;2010;Still Images;2011;http://www.moma.org/collection/works/146610;M;American;United States;USA;Global North;North America;MoMA (sampled)
House;Rachel Whiteread;1992;Still Images;2011;http://www.moma.org/collection/works/146656;F;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled (Table);Rachel Whiteread;1996;Still Images;2011;http://www.moma.org/collection/works/146658;F;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
24 Switches both on and off;Rachel Whiteread;1998;Still Images;2011;http://www.moma.org/collection/works/146659;F;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
The Territorial Hound;Mike Kelley;1984;Still Images;2011;http://www.moma.org/collection/works/146671;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146687;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146688;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146689;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146690;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146691;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146692;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146693;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146694;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146695;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146697;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146698;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146699;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146700;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146701;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146702;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146704;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146705;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146706;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146708;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146709;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146710;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146711;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146713;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from 88 Maps;Matt Mullican;2010;Still Images;2010;http://www.moma.org/collection/works/146714;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146727;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146728;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146729;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146730;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146731;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146732;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146733;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146734;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146735;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146736;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146737;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146738;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146739;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146740;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146741;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146742;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146743;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146744;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146745;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146746;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146747;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146748;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146749;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146750;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146751;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146752;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146753;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146754;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146755;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146756;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146757;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146758;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146759;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146760;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146761;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146762;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Untitled from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146763;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Camion;Armando Andrade Tudela;2003;Media and Performance;2011;http://www.moma.org/collection/works/146764;M;Peruvian;Peru;PER;Global South;South/Latin America;MoMA (sampled)
H.M.;Kerry Tribe;2009;Media and Performance;2011;http://www.moma.org/collection/works/146765;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146766;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146767;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146768;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146769;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146770;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146771;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146772;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146773;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146774;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146775;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146776;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146777;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146778;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146779;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146780;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146781;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146782;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146783;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146784;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146785;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146786;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146787;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146788;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146789;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146790;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146791;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146792;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146793;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146794;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146795;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146796;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146797;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146798;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146799;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146800;M;American;United States;USA;Global North;North America;MoMA (sampled)
Title page from Oh God, he said, talking to a tree;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146813;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Untitled from Oh God, he said, talking to a tree;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146814;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: July 20, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146815;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: July 20, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146816;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Tyre: August 8, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146817;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Khiyam: August 8, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146818;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: August 6, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146819;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: July 19, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146820;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Khiyam: August 2, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146821;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Sidon: August 6, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146822;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: July 20, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146823;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: July 18, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146824;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: August 4, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146825;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Tyre: July 26, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146826;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Nabatiyeh: April 14, 1996;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146827;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: July 20, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146828;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: July 15, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146829;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
